icd9_code,short_title,long_title,source
E0030,Ice Skating,Activities involving ice skating,diagnose
E0031,Ice hockey,Activities involving ice hockey,diagnose
E0032,"Ski,snow brd,sled,tobagn","Activities involving snow (alpine) (downhill) skiing, snow boarding, sledding, tobogganing and snow tubing",diagnose
E0033,Cross country skiing,Activities involving cross country skiing,diagnose
E0039,Ice and snow,Other activity involving ice and snow,diagnose
E0040,"Mountain,rock/wall climb","Activities involving mountain climbing, rock climbing and wall climbing",diagnose
E0041,Rappelling,Activities involving rappelling,diagnose
E0042,BASE jumping,Activities involving BASE jumping,diagnose
E0043,Bungee jumping,Activities involving bungee jumping,diagnose
E0044,Hang gliding,Activities involving hang gliding,diagnose
E0049,"Climb,rappell,jump off","Other activity involving climbing, rappelling and jumping off",diagnose
E0050,Dancing,Activities involving dancing,diagnose
E0051,Yoga,Activities involving yoga,diagnose
E0052,Gymnastics,Activities involving gymnastics,diagnose
E0053,Trampoline,Activities involving trampoline,diagnose
E0054,Cheerleading,Activities involving cheerleading,diagnose
E0059,"Dancing,rhythm movements",Other activity involving dancing and other rhythmic movements,diagnose
E0060,"Roller skate,skateboard",Activities involving roller skating (inline) and skateboarding,diagnose
E0061,Horseback riding,Activities involving horseback riding,diagnose
E0062,Golf,Activities involving golf,diagnose
E0063,Bowling,Activities involving bowling,diagnose
E0064,Bike riding,Activities involving bike riding,diagnose
E0065,Jumping rope,Activities involving jumping rope,diagnose
E0066,Non-running track/field,Activities involving non-running track and field events,diagnose
E0069,"Individ sports,athletics",Other activity involving other sports and athletics played individually,diagnose
E0070,Tackle football,Activities involving american tackle football,diagnose
E0071,Amer flag/touch football,Activities involving american flag or touch football,diagnose
E0072,Rugby,Activities involving rugby,diagnose
E0073,Baseball,Activities involving baseball,diagnose
E0074,"Lacrosse,field hockey",Activities involving lacrosse and field hockey,diagnose
E0075,Soccer,Activities involving soccer,diagnose
E0076,Basketball,Activities involving basketball,diagnose
E0077,"Volleyball (beach,court)",Activities involving volleyball (beach) (court),diagnose
E0078,"School recess,camp","Activities involving physical games generally associated with school recess, summer camp and children",diagnose
E0079,"Team sports,athletes",Other activity involving other sports and athletes played as a team or group,diagnose
E0080,Boxing,Activities involving boxing,diagnose
E0081,Wrestling,Activities involving wrestling,diagnose
E0082,Racquet/hand sports,Activities involving racquet and hand sports,diagnose
E0083,Frisbee,Activities involving frisbee,diagnose
E0084,Martial arts,Activities involving martial arts,diagnose
E0089,"Sports,athletics NEC",Other specified sports and athletics activity,diagnose
E0090,Exercise mach(cardiorsp),Activity involving exercise machines primarily for cardiorespiratory conditioning,diagnose
E0091,Calisthenics,Activity involving calisthenics,diagnose
E0092,"Aerobic,step exercise",Activity involving aerobic and step exercise,diagnose
E0093,Circuit training,Activity involving circuit training,diagnose
E0094,Obstacle course,Activity involving obstacle course,diagnose
E0095,Grass drills,Activity involving grass drills,diagnose
E0099,Cardioresp exercise NEC,Other activity involving cardiorespiratory exercise,diagnose
E0100,Muscle strength mach,Activity involving exercise machines primarily for muscle strengthening,diagnose
E0101,"Push-ups,pull-ups,sit-up","Activity involving push-ups, pull-ups, sit-ups",diagnose
E0102,Free weights,Activity involving free weights,diagnose
E0103,Pilates,Activity involving pilates,diagnose
E0109,Muscle strength exer NEC,Other activity involving other muscle strengthening exercises,diagnose
E0110,Computer keyboarding,Activities involving computer keyboarding,diagnose
E0111,Handheld interac elec dv,Activities involving hand held interactive electronic device,diagnose
E0119,Computer tech NEC,Other activity involving computer technology and electronic devices,diagnose
E0120,Knitting & crocheting,Activities involving knitting and crocheting,diagnose
E0121,Sewing,Activities involving sewing,diagnose
E0122,Furniture build/finish,Activities involving furniture building and finishing,diagnose
E0129,Arts & handcrafts NEC,Activity involving other arts and handcrafts,diagnose
E0130,Personal bathing/shower,Activities involving personal bathing and showering,diagnose
E0131,Laundry,Activities involving laundry,diagnose
E0132,Vacuuming,Activities involving vacuuming,diagnose
E0133,Ironing,Activities involving ironing,diagnose
E0134,Floor mopping/cleaning,Activities involving floor mopping and cleaning,diagnose
E0135,Residential relocation,Activities involving residential relocation,diagnose
E0138,Personal hygiene NEC,Other personal hygiene activity,diagnose
E0139,Househld maintenance NEC,Other household maintenance,diagnose
E0140,Caregiving-bathing,Caregiving involving bathing,diagnose
E0141,Caregiving-lifting,Caregiving involving lifting,diagnose
E0149,Caregiving NEC,Other activity involving person providing caregiving,diagnose
E0150,Food prep & cleanup,Activities involving food preparation and clean up,diagnose
E0151,Grilling & smoking food,Activities involving grilling and smoking food,diagnose
E0152,Cooking & baking,Activities involving cooking and baking,diagnose
E0159,Cooking & grilling NEC,Other activity involving cooking and grilling,diagnose
E0160,"Digging,shovel,rake","Activities involving digging, shoveling and raking",diagnose
E0161,Gardening/landscaping,Activities involving gardening and landscaping,diagnose
E0162,Building & construction,Activities involving building and construction,diagnose
E0169,Land maintain/cnstrt NEC,"Other activity involving property and land maintenance, building and construction",diagnose
E0170,Roller coaster riding,Roller coaster riding,diagnose
E0179,External motion NEC,Other activity involving external motion,diagnose
E0180,Piano playing,Activities involving piano playing,diagnose
E0181,Drum/percussion playing,Activities involving drum and other percussion instrument playing,diagnose
E0182,String instrument play,Activities involving string instrument playing,diagnose
E0183,Winds/brass instru play,Activities involving winds and brass instrument playing,diagnose
E0190,Walking an animal,Activities involving walking an animal,diagnose
E0191,Milking an animal,Activities involving milking an animal,diagnose
E0192,Groom/shearing animal,Activities involving grooming and shearing an animal,diagnose
E0199,Animal care NEC,Other activity involving animal care,diagnose
E0290,Refereeing sports,Refereeing a sports activity,diagnose
E0291,Spectator at event,Spectator at an event,diagnose
E0292,Rough housing/horseplay,Rough housing and horseplay,diagnose
E0299,Activity NEC,Other activity,diagnose
E030,Activity NOS,Unspecified activity,diagnose
E8000,RR collision NOS-employ,Railway accident involving collision with rolling stock and injuring railway employee,diagnose
E8001,RR coll NOS-passenger,Railway accident involving collision with rolling stock and injuring passenger on railway,diagnose
E8002,RR coll NOS-pedestrian,Railway accident involving collision with rolling stock and injuring pedestrian,diagnose
E8003,RR coll NOS-ped cyclist,Railway accident involving collision with rolling stock and injuring pedal cyclist,diagnose
E8008,RR coll NOS-person NEC,Railway accident involving collision with rolling stock and injuring other specified person,diagnose
E8009,RR coll NOS-person NOS,Railway accident involving collision with rolling stock and injuring unspecified person,diagnose
E8010,RR coll w oth obj-employ,Railway accident involving collision with other object and injuring railway employee,diagnose
E8011,RR coll w oth obj-pasngr,Railway accident involving collision with other object and injuring passenger on railway,diagnose
E8012,RR coll w oth obj-pedest,Railway accident involving collision with other object and injuring pedestrian,diagnose
E8013,RR coll w oth obj-cycl,Railway accident involving collision with other object and injuring pedal cyclist,diagnose
E8018,RR col w oth obj-per NEC,Railway accident involving collision with other object and injuring other specified person,diagnose
E8019,RR col w oth obj-per NOS,Railway accident involving collision with other object and injuring unspecified person,diagnose
E8020,RR acc w derail-employee,Railway accident involving derailment without antecedent collision injuring railway employee,diagnose
E8021,RR acc w derail-passeng,Railway accident involving derailment without antecedent collision injuring passenger on railway,diagnose
E8022,RR acc w derail-pedest,Railway accident involving derailment without antecedent collision injuring pedestrian,diagnose
E8023,RR acc w derail-ped cycl,Railway accident involving derailment without antecedent collision injuring pedal cyclist,diagnose
E8028,RR acc w derail-pers NEC,Railway accident involving derailment without antecedent collision injuring other specified person,diagnose
E8029,RR acc w derail-pers NOS,Railway accident involving derailment without antecedent collision injuring unspecified person,diagnose
E8030,RR acc w explosion-empl,"Railway accident involving explosion, fire, or burning injuring railway employee",diagnose
E8031,RR acc w explos-pasngr,"Railway accident involving explosion, fire, or burning injuring passenger on railway",diagnose
E8032,RR acc w explos-pedest,"Railway accident involving explosion, fire, or burning injuring pedestrian",diagnose
E8033,RR acc w explos-ped cycl,"Railway accident involving explosion, fire, or burning injuring pedal cyclist",diagnose
E8038,RR acc w explos-pers NEC,"Railway accident involving explosion, fire, or burning injuring other specified person",diagnose
E8039,RR acc w explos-pers NOS,"Railway accident involving explosion, fire, or burning injuring unspecified person",diagnose
E8040,Fall on/from train-empl,"Fall in, on, or from railway train injuring railway employee",diagnose
E8041,Fall from train-passengr,"Fall in, on, or from railway train injuring passenger on railway",diagnose
E8042,Fall from train-pedest,"Fall in, on, or from railway train injuring pedestrian",diagnose
E8043,Fall from train-ped cycl,"Fall in, on, or from railway train injuring pedal cyclist",diagnose
E8048,Fall from train-pers NEC,"Fall in, on, or from railway train injuring other specified person",diagnose
E8049,Fall from train-pers NOS,"Fall in, on, or from railway train injuring unspecified person",diagnose
E8050,Hit by train-employee,Railway employee hit by rolling stock,diagnose
E8051,Hit by train-passenger,Passenger on railway hit by rolling stock,diagnose
E8052,Hit by train-pedestrian,Pedestrian hit by rolling stock,diagnose
E8053,Hit by train-ped cyclist,Pedal cyclist hit by rolling stock,diagnose
E8058,Hit by train-person NEC,Other specified person hit by rolling stock,diagnose
E8059,Hit by train-person NOS,Unspecified person hit by rolling stock,diagnose
E8060,RR acc NEC-employee,Other specified railway accident injuring railway employee,diagnose
E8061,RR acc NEC-passenger,Other specified railway accident injuring passenger on railway,diagnose
E8062,RR acc NEC-pedestrian,Other specified railway accident injuring pedestrian,diagnose
E8063,RR acc NEC-ped cyclist,Other specified railway accident injuring pedal cyclist,diagnose
E8068,RR acc NEC-person NEC,Other specified railway accident injuring other specified person,diagnose
E8069,RR acc NEC-person NOS,Other specified railway accident injuring unspecified person,diagnose
E8070,RR accident NOS-employee,Railway accident of unspecified nature injuring railway employee,diagnose
E8071,RR acc NOS-passenger,Railway accident of unspecified nature injuring passenger on railway,diagnose
E8072,RR acc NOS-pedestrian,Railway accident of unspecified nature injuring pedestrian,diagnose
E8073,RR acc NOS-ped cyclist,Railway accident of unspecified nature injuring pedal cyclist,diagnose
E8078,RR acc NOS-person NEC,Railway accident of unspecified nature injuring other specified person,diagnose
E8079,RR acc NOS-person NOS,Railway accident of unspecified nature injuring unspecified person,diagnose
E8100,Mv-train coll-driver,Motor vehicle traffic accident involving collision with train injuring driver of motor vehicle other than motorcycle,diagnose
E8101,Mv-train coll-pasngr,Motor vehicle traffic accident involving collision with train injuring passenger in motor vehicle other than motorcycle,diagnose
